STATE,COUNTY,STNAME,VOLOVERALLFEMALE1112ALL,VOLOVERALLFEMALE1112AA,VOLOVERALLFEMALE1112HISP,VOLOVERALLFEMALE1112OTHER,VOLOVERALLMALE1112ALL,VOLOVERALLMALE1112AA,VOLOVERALLMALE1112HISP,VOLOVERALLMALE1112OTHER,VOLOVERALLFEMALE1826ALL,VOLOVERALLFEMALE1826AA,VOLOVERALLFEMALE1826HISP,VOLOVERALLFEMALE1826OTHER,VOLOVERALLMALE1826ALL,VOLOVERALLMALE1826AA,VOLOVERALLMALE1826HISP,VOLOVERALLMALE1826OTHER,VOLLOWINCOMEFEMALE1112ALL,VOLLOWINCOMEFEMALE1112AA,VOLLOWINCOMEFEMALE1112HISP,VOLLOWINCOMEFEMALE1112OTHER,VOLLOWINCOMEMALE1112ALL,VOLLOWINCOMEMALE1112AA,VOLLOWINCOMEMALE1112HISP,VOLLOWINCOMEMALE1112OTHER,VOLLOWINCOMEFEMALE1826ALL,VOLLOWINCOMEFEMALE1826AA,VOLLOWINCOMEFEMALE1826HISP,VOLLOWINCOMEFEMALE1826OTHER,VOLLOWINCOMEMALE1826ALL,VOLLOWINCOMEMALE1826AA,VOLLOWINCOMEMALE1826HISP,VOLLOWINCOMEMALE1826OTHER,VOLLOWINSUREDFEMALE1112ALL,VOLLOWINSUREDFEMALE1112AA,VOLLOWINSUREDFEMALE1112HISP,VOLLOWINSUREDFEMALE1112OTHER,VOLLOWINSUREDMALE1112ALL,VOLLOWINSUREDMALE1112AA,VOLLOWINSUREDMALE1112HISP,VOLLOWINSUREDMALE1112OTHER,VOLLOWINSUREDFEMALE1826ALL,VOLLOWINSUREDFEMALE1826AA,VOLLOWINSUREDFEMALE1826HISP,VOLLOWINSUREDFEMALE1826OTHER,VOLLOWINSUREDMALE1826ALL,VOLLOWINSUREDMALE1826AA,VOLLOWINSUREDMALE1826HISP,VOLLOWINSUREDMALE1826OTHER,VOLOVERALLBOTH1112ALL,VOLOVERALLBOTH1112AA,VOLOVERALLBOTH1112HISP,VOLOVERALLBOTH1112OTHER,VOLOVERALLBOTH1826ALL,VOLOVERALLBOTH1826AA,VOLOVERALLBOTH1826HISP,VOLOVERALLBOTH1826OTHER,VOLLOWINCOMEBOTH1112ALL,VOLLOWINCOMEBOTH1112AA,VOLLOWINCOMEBOTH1112HISP,VOLLOWINCOMEBOTH1112OTHER,VOLLOWINCOMEBOTH1826ALL,VOLLOWINCOMEBOTH1826AA,VOLLOWINCOMEBOTH1826HISP,VOLLOWINCOMEBOTH1826OTHER,VOLLOWINSUREDBOTH1112ALL,VOLLOWINSUREDBOTH1112AA,VOLLOWINSUREDBOTH1112HISP,VOLLOWINSUREDBOTH1112OTHER,VOLLOWINSUREDBOTH1826ALL,VOLLOWINSUREDBOTH1826AA,VOLLOWINSUREDBOTH1826HISP,VOLLOWINSUREDBOTH1826OTHER,NORMOVERALLFEMALE1112ALL,NORMOVERALLFEMALE1112AA,NORMOVERALLFEMALE1112HISP,NORMOVERALLFEMALE1112OTHER,NORMOVERALLMALE1112ALL,NORMOVERALLMALE1112AA,NORMOVERALLMALE1112HISP,NORMOVERALLMALE1112OTHER,NORMOVERALLFEMALE1826ALL,NORMOVERALLFEMALE1826AA,NORMOVERALLFEMALE1826HISP,NORMOVERALLFEMALE1826OTHER,NORMOVERALLMALE1826ALL,NORMOVERALLMALE1826AA,NORMOVERALLMALE1826HISP,NORMOVERALLMALE1826OTHER,NORMLOWINCOMEFEMALE1112ALL,NORMLOWINCOMEFEMALE1112AA,NORMLOWINCOMEFEMALE1112HISP,NORMLOWINCOMEFEMALE1112OTHER,NORMLOWINCOMEMALE1112ALL,NORMLOWINCOMEMALE1112AA,NORMLOWINCOMEMALE1112HISP,NORMLOWINCOMEMALE1112OTHER,NORMLOWINCOMEFEMALE1826ALL,NORMLOWINCOMEFEMALE1826AA,NORMLOWINCOMEFEMALE1826HISP,NORMLOWINCOMEFEMALE1826OTHER,NORMLOWINCOMEMALE1826ALL,NORMLOWINCOMEMALE1826AA,NORMLOWINCOMEMALE1826HISP,NORMLOWINCOMEMALE1826OTHER,NORMLOWINSUREDFEMALE1112ALL,NORMLOWINSUREDFEMALE1112AA,NORMLOWINSUREDFEMALE1112HISP,NORMLOWINSUREDFEMALE1112OTHER,NORMLOWINSUREDMALE1112ALL,NORMLOWINSUREDMALE1112AA,NORMLOWINSUREDMALE1112HISP,NORMLOWINSUREDMALE1112OTHER,NORMLOWINSUREDFEMALE1826ALL,NORMLOWINSUREDFEMALE1826AA,NORMLOWINSUREDFEMALE1826HISP,NORMLOWINSUREDFEMALE1826OTHER,NORMLOWINSUREDMALE1826ALL,NORMLOWINSUREDMALE1826AA,NORMLOWINSUREDMALE1826HISP,NORMLOWINSUREDMALE1826OTHER,NORMOVERALLBOTH1112ALL,NORMOVERALLBOTH1112AA,NORMOVERALLBOTH1112HISP,NORMOVERALLBOTH1112OTHER,NORMOVERALLBOTH1826ALL,NORMOVERALLBOTH1826AA,NORMOVERALLBOTH1826HISP,NORMOVERALLBOTH1826OTHER,NORMLOWINCOMEBOTH1112ALL,NORMLOWINCOMEBOTH1112AA,NORMLOWINCOMEBOTH1112HISP,NORMLOWINCOMEBOTH1112OTHER,NORMLOWINCOMEBOTH1826ALL,NORMLOWINCOMEBOTH1826AA,NORMLOWINCOMEBOTH1826HISP,NORMLOWINCOMEBOTH1826OTHER,NORMLOWINSUREDBOTH1112ALL,NORMLOWINSUREDBOTH1112AA,NORMLOWINSUREDBOTH1112HISP,NORMLOWINSUREDBOTH1112OTHER,NORMLOWINSUREDBOTH1826ALL,NORMLOWINSUREDBOTH1826AA,NORMLOWINSUREDBOTH1826HISP,NORMLOWINSUREDBOTH1826OTHER,VOLOVERALLFEMALE5059ALL,VOLOVERALLFEMALE5059AA,VOLOVERALLFEMALE5059HISP,VOLOVERALLFEMALE5059OTHER,VOLOVERALLMALE5059ALL,VOLOVERALLMALE5059AA,VOLOVERALLMALE5059HISP,VOLOVERALLMALE5059OTHER,VOLOVERALLFEMALE2549ALL,VOLOVERALLFEMALE2549AA,VOLOVERALLFEMALE2549HISP,VOLOVERALLFEMALE2549OTHER,VOLOVERALLMALE2549ALL,VOLOVERALLMALE2549AA,VOLOVERALLMALE2549HISP,VOLOVERALLMALE2549OTHER,VOLLOWINCOMEFEMALE5059ALL,VOLLOWINCOMEFEMALE5059AA,VOLLOWINCOMEFEMALE5059HISP,VOLLOWINCOMEFEMALE5059OTHER,VOLLOWINCOMEMALE5059ALL,VOLLOWINCOMEMALE5059AA,VOLLOWINCOMEMALE5059HISP,VOLLOWINCOMEMALE5059OTHER,VOLLOWINCOMEFEMALE2549ALL,VOLLOWINCOMEFEMALE2549AA,VOLLOWINCOMEFEMALE2549HISP,VOLLOWINCOMEFEMALE2549OTHER,VOLLOWINCOMEMALE2549ALL,VOLLOWINCOMEMALE2549AA,VOLLOWINCOMEMALE2549HISP,VOLLOWINCOMEMALE2549OTHER,VOLLOWINSUREDFEMALE5059ALL,VOLLOWINSUREDFEMALE5059AA,VOLLOWINSUREDFEMALE5059HISP,VOLLOWINSUREDFEMALE5059OTHER,VOLLOWINSUREDMALE5059ALL,VOLLOWINSUREDMALE5059AA,VOLLOWINSUREDMALE5059HISP,VOLLOWINSUREDMALE5059OTHER,VOLLOWINSUREDFEMALE2549ALL,VOLLOWINSUREDFEMALE2549AA,VOLLOWINSUREDFEMALE2549HISP,VOLLOWINSUREDFEMALE2549OTHER,VOLLOWINSUREDMALE2549ALL,VOLLOWINSUREDMALE2549AA,VOLLOWINSUREDMALE2549HISP,VOLLOWINSUREDMALE2549OTHER,VOLOVERALLBOTH5059ALL,VOLOVERALLBOTH5059AA,VOLOVERALLBOTH5059HISP,VOLOVERALLBOTH5059OTHER,VOLOVERALLBOTH2549ALL,VOLOVERALLBOTH2549AA,VOLOVERALLBOTH2549HISP,VOLOVERALLBOTH2549OTHER,VOLLOWINCOMEBOTH5059ALL,VOLLOWINCOMEBOTH5059AA,VOLLOWINCOMEBOTH5059HISP,VOLLOWINCOMEBOTH5059OTHER,VOLLOWINCOMEBOTH2549ALL,VOLLOWINCOMEBOTH2549AA,VOLLOWINCOMEBOTH2549HISP,VOLLOWINCOMEBOTH2549OTHER,VOLLOWINSUREDBOTH5059ALL,VOLLOWINSUREDBOTH5059AA,VOLLOWINSUREDBOTH5059HISP,VOLLOWINSUREDBOTH5059OTHER,VOLLOWINSUREDBOTH2549ALL,VOLLOWINSUREDBOTH2549AA,VOLLOWINSUREDBOTH2549HISP,VOLLOWINSUREDBOTH2549OTHER,NORMOVERALLFEMALE5059ALL,NORMOVERALLFEMALE5059AA,NORMOVERALLFEMALE5059HISP,NORMOVERALLFEMALE5059OTHER,NORMOVERALLMALE5059ALL,NORMOVERALLMALE5059AA,NORMOVERALLMALE5059HISP,NORMOVERALLMALE5059OTHER,NORMOVERALLFEMALE2549ALL,NORMOVERALLFEMALE2549AA,NORMOVERALLFEMALE2549HISP,NORMOVERALLFEMALE2549OTHER,NORMOVERALLMALE2549ALL,NORMOVERALLMALE2549AA,NORMOVERALLMALE2549HISP,NORMOVERALLMALE2549OTHER,NORMLOWINCOMEFEMALE5059ALL,NORMLOWINCOMEFEMALE5059AA,NORMLOWINCOMEFEMALE5059HISP,NORMLOWINCOMEFEMALE5059OTHER,NORMLOWINCOMEMALE5059ALL,NORMLOWINCOMEMALE5059AA,NORMLOWINCOMEMALE5059HISP,NORMLOWINCOMEMALE5059OTHER,NORMLOWINCOMEFEMALE2549ALL,NORMLOWINCOMEFEMALE2549AA,NORMLOWINCOMEFEMALE2549HISP,NORMLOWINCOMEFEMALE2549OTHER,NORMLOWINCOMEMALE2549ALL,NORMLOWINCOMEMALE2549AA,NORMLOWINCOMEMALE2549HISP,NORMLOWINCOMEMALE2549OTHER,NORMLOWINSUREDFEMALE5059ALL,NORMLOWINSUREDFEMALE5059AA,NORMLOWINSUREDFEMALE5059HISP,NORMLOWINSUREDFEMALE5059OTHER,NORMLOWINSUREDMALE5059ALL,NORMLOWINSUREDMALE5059AA,NORMLOWINSUREDMALE5059HISP,NORMLOWINSUREDMALE5059OTHER,NORMLOWINSUREDFEMALE2549ALL,NORMLOWINSUREDFEMALE2549AA,NORMLOWINSUREDFEMALE2549HISP,NORMLOWINSUREDFEMALE2549OTHER,NORMLOWINSUREDMALE2549ALL,NORMLOWINSUREDMALE2549AA,NORMLOWINSUREDMALE2549HISP,NORMLOWINSUREDMALE2549OTHER,NORMOVERALLBOTH5059ALL,NORMOVERALLBOTH5059AA,NORMOVERALLBOTH5059HISP,NORMOVERALLBOTH5059OTHER,NORMOVERALLBOTH2549ALL,NORMOVERALLBOTH2549AA,NORMOVERALLBOTH2549HISP,NORMOVERALLBOTH2549OTHER
30,43,Montana,148,1.2,5.2,142.4,151.2,0.4,3.2,147.6,347.2,0,16,328,424,8,9.6,406.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,1,4.00E+00,8,89,1,4.00E+00,6,,,,,,,,,,,,,,,,,0.001179709,0,5.09E-05,0.000276855,0.00120691,0.000101543,4.90E-05,0.000440025,0.000537839,0,4.84E-05,0.000210379,0.000608388,0.000102987,4.57E-05,0.000203998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001193309,5.08E-05,5.00E-05,0.00035844,0.000573114,5.15E-05,4.71E-05,0.000207189,,,,,,,,,,,,,,,,,391.3647983,3.520428982,15.04217561,423.9649832,400.9735993,1.216350032,8.312788346,371.9377769,967.9041099,0,45.54454459,831.0913457,1123.269528,20.89536421,25.3230062,1173.950956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.6875196,3.037479235,12.17609469,20.90486163,268.1869496,3.042028295,12.09926455,18.00057698,,,,,,,,,,,,,,,,,0.001239821,6.78889E-05,7.60712E-05,0.003797911,0.001231203,2.553E-05,3.53518E-05,0.027910943,0.000529024,0,4.39764E-05,0.001541764,0.000602688,8.99805E-05,2.82431E-05,0.019084103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001252937,5.69992E-05,5.51123E-05,0.000360463,0.000606236,6.01053E-05,5.32535E-05,0.000213103
30,45,Montana,23.2,0,0.4,22.8,21.2,0,0.4,20.8,64,0,3.2,60.8,92.8,0,0,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,0,16,0,0,0,,,,,,,,,,,,,,,,,0.000157295,0,0,0,0.000181036,0,0,0,9.18E-05,0,0,0,0.000114073,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000169165,0,0,0,0.000102949,0,0,0,,,,,,,,,,,,,,,,,64.54580074,0,1.059407667,68.66944212,62.27283802,0,1.08161659,53.73804118,165.8124812,0,9.20670357,155.0693107,264.0303803,0,0,247.8446826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.24768167,0,0,0,41.35578454,0,0,0,,,,,,,,,,,,,,,,,0.000204477,0,5.35763E-06,0.000615146,0.000191211,0,4.59979E-06,0.025106315,9.06276E-05,0,8.88972E-06,0.00028767,0.000141665,0,0,0.017514586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000152316,0,0,0,9.34846E-05,0,0,0
30,47,Montana,380,2.8,22.4,356,411.6,3.2,29.2,379.2,1227.2,4.8,75.2,1140.8,1304,14.4,78.4,1211.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,2,23,165,315,3,18,149,,,,,,,,,,,,,,,,,0.003051514,0.000103114,0.000279763,0.007567368,0.003047447,0.000101543,0.000294255,0.007304409,0.002046412,9.63E-05,0.000193653,0.005259467,0.002015286,0.000205973,0.000228603,0.00503196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00304948,0.000102329,0.000287009,0.007435889,0.002030849,0.000151161,0.000211128,0.005145713,,,,,,,,,,,,,,,,,1117.123218,7.058141965,63.31063054,1006.177931,1043.900512,8.922144459,87.88879186,1011.049196,3166.623646,14.422181,214.7236056,2930.585135,3923.851004,41.72522748,233.1625369,3572.956526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091.47569,5.961242788,68.31039289,459.4361492,898.1517424,8.274031523,53.03636985,421.6260526,,,,,,,,,,,,,,,,,0.00353898,0.000136111,0.000320174,0.00901342,0.003205332,0.000187267,0.000373764,0.033544101,0.001730771,6.13071E-05,0.000207331,0.00543655,0.002105333,0.000179679,0.00026005,0.023149811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002955667,0.000111864,0.000309191,0.007922076,0.00203027,0.000163481,0.000233433,0.004991486
30,49,Montana,792.8,5.6,38.8,746.4,833.6,4,36,793.6,3014.4,11.2,161.6,2832,3065.6,41.6,112,2912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,6,35,62,771,10,33,58,,,,,,,,,,,,,,,,,0.006087298,0.000309342,0.000432361,0.002491694,0.006321189,0.00030463,0.000441382,0.003080172,0.005050439,0.000385394,0.000484133,0.001963534,0.004892455,0.00061792,0.000297184,0.002039984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006204244,0.000306986,0.000436871,0.002785933,0.004971447,0.000501657,0.000390658,0.002001759,,,,,,,,,,,,,,,,,2225.600814,14.99414477,97.10267719,2039.248304,2515.281967,11.46928656,97.96126158,2244.715725,8053.40241,28.47128396,467.6747685,8273.945572,9033.71601,112.2528134,323.0025333,8302.588393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247.044576,17.48532872,88.66107482,156.8892347,2234.55779,25.54200754,95.82576794,163.4879245,,,,,,,,,,,,,,,,,0.007050572,0.000289151,0.000491067,0.025497744,0.007723258,0.000240729,0.000416599,0.044417696,0.004401722,0.000121028,0.000451573,0.015349057,0.00484702,0.000483388,0.000360249,0.031165343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006084895,0.000328117,0.000401304,0.002705247,0.005051212,0.000504666,0.000421766,0.001935478
30,51,Montana,29.6,0,0.4,28.8,29.2,0,0,29.2,128,0,0,128,88,0,0,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,0,2.00E+00,27,0,0,0.00E+00,,,,,,,,,,,,,,,,,0.000251671,0,0,9.23E-05,0.000241382,0,0,8.80E-05,0.00019677,0,0,0,0.000152097,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000246527,0,0,9.01E-05,0.000174434,0,0,0,,,,,,,,,,,,,,,,,89.06734488,0,1.114582202,72.66213746,84.48285865,0,0,78.21679748,343.0521991,0,0,389.8208545,263.5687464,0,0,267.956391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02083444,0,0,5.696851351,81.93602945,0,0,0,,,,,,,,,,,,,,,,,0.00028216,0,5.63666E-06,0.000650913,0.000259407,0,0,0.025322072,0.000187501,0,0,0.00072316,0.000141417,0,0,0.017548671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000219401,0,0,9.8231E-05,0.000185216,0,0,0
30,53,Montana,209.6,0.8,11.6,196.4,195.6,2.4,8.4,184.8,520,8,36.8,478.4,608,6.4,19.2,582.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,1,10,11,143,1,6,7,,,,,,,,,,,,,,,,,0.001667322,0,0.000127165,0.000461425,0.001659501,0.000101543,0.000122606,0.00052803,0.000852671,9.63E-05,7.26E-05,0.000210379,0.000988631,0,6.86E-05,0.000271998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001663411,5.08E-05,0.000124886,0.000494727,0.000920651,4.82E-05,7.06E-05,0.000241188,,,,,,,,,,,,,,,,,610.6127374,2.335600213,33.83198314,529.9674854,501.7705679,6.984013551,24.76949046,495.4233072,1407.45943,21.05433542,96.30617745,1256.139654,1743.746591,19.04873618,51.70201109,1681.239367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.2719875,2.595276894,28.39476804,29.80348509,427.8183957,3.001554455,17.07240626,17.76342568,,,,,,,,,,,,,,,,,0.001934385,4.50403E-05,0.000171095,0.00474749,0.001540703,0.000146587,0.000105337,0.02899935,0.000769271,8.94997E-05,9.29903E-05,0.002330274,0.000935603,8.20284E-05,5.7664E-05,0.019943828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001763615,4.87011E-05,0.000128522,0.000513903,0.000967082,5.93056E-05,7.51422E-05,0.000210295
30,55,Montana,13.6,0.4,1.2,12.4,23.2,0.4,0,22.8,80,0,1.6,76.8,67.2,3.2,0,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,14,0,0,1,,,,,,,,,,,,,,,,,0.000125836,0,0,0,0.00016595,0,0,0,9.18E-05,0,0,7.01E-05,8.87E-05,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000145893,0,0,0,9.03E-05,0,0,3.51E-05,,,,,,,,,,,,,,,,,36.50180424,1.085404778,3.577155594,33.94349151,60.1782475,1.038221835,0,57.51844787,219.6363705,0,4.845901581,212.904739,173.1380107,8.945485872,0,160.6062964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90541242,0,0,0,39.96756201,0,0,2.789365306,,,,,,,,,,,,,,,,,0.000115636,2.09312E-05,1.80904E-05,0.000304068,0.000184779,2.17912E-05,0,0.025139636,0.000120046,0,4.67906E-06,0.000394961,9.28968E-05,3.85214E-05,0,0.017366739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00013785,0,0,0,9.03466E-05,0,0,3.30223E-05
30,57,Montana,78.8,0.4,4,73.6,71.2,0,4.4,66.8,252.8,4.8,11.2,240,305.6,1.6,17.6,286.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,4.00E+00,3,62,1,4.00E+00,2.00E+00,,,,,,,,,,,,,,,,,0.000613449,0,5.09E-05,0.00018457,0.000528023,0,4.90E-05,8.80E-05,0.000354187,9.63E-05,4.84E-05,7.01E-05,0.000443616,0,4.57E-05,6.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000570736,0,5.00E-05,0.000136287,0.000398901,4.82E-05,4.71E-05,6.91E-05,,,,,,,,,,,,,,,,,198.7557904,1.043133096,10.23340986,198.5505543,209.2667599,0,11.06462375,167.7829887,653.5990584,12.20720395,32.97273753,686.7714481,792.4336035,4.316031475,44.62876683,802.1928897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.1921034,0,11.94578144,8.400817667,166.7208324,2.518657647,11.54436786,5.52015255,,,,,,,,,,,,,,,,,0.000629647,2.01161E-05,5.17523E-05,0.001778631,0.000642561,0,4.70545E-05,0.026111513,0.000357236,5.18915E-05,3.18375E-05,0.001274035,0.000425178,1.85859E-05,4.97751E-05,0.018454067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000604394,0,5.40698E-05,0.000144856,0.000376872,4.97644E-05,5.08112E-05,6.53512E-05
30,59,Montana,12,0,0,12,21.6,0,0,21.6,80,4.8,3.2,73.6,64,0,0,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0,16,0,0,0,,,,,,,,,,,,,,,,,0.000110106,0,0,0,0.00016595,0,0,0,0.000104944,0,0,0,0.000101398,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000138028,0,0,0,0.000103171,0,0,0,,,,,,,,,,,,,,,,,35.64768026,0,0,34.16322621,65.24256558,0,0,61.55158858,219.1818772,13.01765619,9.379830482,205.4192106,176.5317318,0,0,164.803431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.31862273,0,0,0,47.6562727,0,0,0,,,,,,,,,,,,,,,,,0.00011293,0,0,0.000306037,0.000200329,0,0,0.025175184,0.000119798,5.53366E-05,9.05688E-06,0.000381075,9.47177E-05,0,0,0.017373852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000136261,0,0,0,0.000107727,0,0,0
30,61,Montana,38.8,0,1.2,37.2,48,0.4,1.2,46.4,116.8,1.6,3.2,112,144,4.8,6.4,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,2.00E+00,3.00E+00,34,0,1.00E+00,2,,,,,,,,,,,,,,,,,0.00029886,0,2.54E-05,9.23E-05,0.000346986,0,2.45E-05,0.00017601,0.000209888,0,0,7.01E-05,0.000228146,0,2.29E-05,6.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000322923,0,2.50E-05,0.000134147,0.000219017,0,1.14E-05,6.91E-05,,,,,,,,,,,,,,,,,110.0104615,0,3.09309291,109.9860831,141.6750966,1.084886029,3.611886363,123.8332044,337.2857524,4.413683718,9.043313667,336.4993564,407.447418,12.58828099,17.2103687,333.394954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.3418308,0,5.51655617,7.819522441,99.76712629,0,2.926164837,5.540091788,,,,,,,,,,,,,,,,,0.000348507,0,1.56424E-05,0.000985264,0.000435018,2.27707E-05,1.53603E-05,0.025724138,0.000184349,1.87621E-05,8.73195E-06,0.000624242,0.000218615,5.42082E-05,1.9195E-05,0.017659573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000301509,0,2.49694E-05,0.000134832,0.000225523,0,1.28792E-05,6.55873E-05
30,63,Montana,1126.8,5.6,54.8,1053.2,1195.2,6.8,58.4,1130,10291.2,64,347.2,9596.8,10710.4,88,388.8,10233.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163,7,52,124,2556,16,86,211,,,,,,,,,,,,,,,,,0.008887141,0.000309342,0.000686691,0.005721669,0.009021649,0.000406174,0.000613031,0.005456306,0.016699243,0.00057809,0.001016678,0.008345021,0.016261708,0.001029866,0.001005852,0.00625595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008954395,0.000357758,0.000649861,0.005588987,0.016480476,0.000803978,0.001011265,0.007300485,,,,,,,,,,,,,,,,,3219.425702,14.57000896,162.4932285,2864.534921,3622.693552,17.54414554,173.5623624,3036.760372,27133.38351,179.283204,885.1965384,29066.43192,27049.68044,245.9996999,1100.740802,30408.94497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3024.266328,17.61784433,132.5021982,362.8111119,7370.181627,40.2264769,243.9335872,628.0556016,,,,,,,,,,,,,,,,,0.01019895,0.000280972,0.00082176,0.025660725,0.050593603,0.000368234,0.000738108,0.051398815,0.014830205,0.000762113,0.000854719,0.053921351,0.014513445,0.001059334,0.001227672,0.068630036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008189577,0.000330604,0.00059974,0.006255966,0.016660277,0.000794807,0.001073645,0.007435335
30,65,Montana,55.6,0.8,4,51.6,58,0.4,2.8,54.8,160,0,3.2,156.8,139.2,1.6,8,129.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,3.00E+00,2.00E+00,34,0,1.00E+00,2.00E+00,,,,,,,,,,,,,,,,,0.000487613,0,5.09E-05,9.23E-05,0.000422418,0,2.45E-05,8.80E-05,0.000223006,0,0,7.01E-05,0.000215471,0,2.29E-05,6.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000455016,0,3.77E-05,9.01E-05,0.000219239,0,1.14E-05,6.91E-05,,,,,,,,,,,,,,,,,140.0646425,2.146577562,11.79445266,139.2696839,172.3112124,1.190372026,7.815147596,138.7731005,473.148775,0,8.267689431,412.1263314,375.8156738,4.615281202,20.30437434,380.5799638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.5673694,0,8.574179247,5.955017826,92.56006949,0,2.841223516,5.060232215,,,,,,,,,,,,,,,,,0.000443717,4.13952E-05,5.96468E-05,0.001247589,0.000529087,2.49847E-05,3.32354E-05,0.025855818,0.000258607,0,7.98303E-06,0.000764539,0.000201643,1.98745E-05,2.26458E-05,0.017739539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000448349,0,3.8809E-05,0.000102683,0.000209232,0,1.25053E-05,5.99064E-05
30,67,Montana,173.6,0.4,8,165.2,181.2,0.8,7.6,172.8,540.8,8,27.2,507.2,523.2,1.6,11.2,510.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,0,7,7,118,0,3.00E+00,6,,,,,,,,,,,,,,,,,0.001415651,0,0.000101732,0.00036914,0.001357773,0,7.36E-05,0.000264015,0.000747727,0,4.84E-05,0.000210379,0.00077316,0,2.29E-05,0.000203998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001386712,0,8.76E-05,0.000316577,0.000760444,0,3.56E-05,0.000207189,,,,,,,,,,,,,,,,,470.60306,1.117114627,23.22738067,498.7807577,522.5785025,2.308702705,20.52161376,523.0368176,1567.742482,20.22147696,73.11434768,1513.72136,1598.075888,4.527581546,29.3304394,1540.206481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.6754468,0,19.65132004,18.55008016,359.8159762,0,8.556908694,15.75115021,,,,,,,,,,,,,,,,,0.001490843,2.15427E-05,0.000117465,0.004468117,0.001604595,4.84573E-05,8.72722E-05,0.029242737,0.000856876,8.59593E-05,7.0597E-05,0.002808116,0.000857444,1.94969E-05,3.27127E-05,0.019704813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001382886,0,8.89471E-05,0.00031986,0.000813363,0,3.76622E-05,0.000186472
